,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities
545,Civic Space Park,Park,4.4,761.0,"Park, Recreation center, Tourist attraction","Civic Space Park, 424 N Central Ave, Phoenix, AZ 85004",Phoenix,USA,AZ,,Nature,3348.4,4.71,"Phoenix, Scottsdale, Sedona"
546,Mystery Castle,Castle,4.4,616.0,"Castle, Tourist attraction","Mystery Castle, 800 E Mineral Rd, Phoenix, AZ 85042",Phoenix,USA,AZ,,Cultural,2710.4,4.73,"Phoenix, Scottsdale, Sedona"
547,Lookout Mountain Park,Park,4.7,595.0,"Park, Tourist attraction","Lookout Mountain Park, 14441 N 18th St, Phoenix, AZ 85022",Phoenix,USA,AZ,,Nature,2796.5,4.71,"Phoenix, Scottsdale, Sedona"
548,Harmon Park,Park,4.2,544.0,"Park, Tourist attraction","Harmon Park, 1425 S 5th Ave, Phoenix, AZ 85003",Phoenix,USA,AZ,,Nature,2284.8,4.71,"Phoenix, Scottsdale, Sedona"
549,Christy Cove Park,Park,4.5,469.0,"Park, Tourist attraction","Christy Cove Park, 2352 E Christy Dr, Phoenix, AZ 85028",Phoenix,USA,AZ,,Nature,2110.5,4.71,"Phoenix, Scottsdale, Sedona"
550,ASU Art Museum,Art museum,4.4,292.0,"Art museum, Art gallery, Arts organization, Museum, Tourist attraction","ASU Art Museum, 51 E 10th St, Tempe, AZ 85281",Phoenix,USA,AZ,,Cultural,1284.8000000000002,4.73,"Phoenix, Scottsdale, Sedona"
551,Taste It Tours,Tourist attraction,4.9,246.0,"Tourist attraction, Tour agency","Taste It Tours, 4400 N Scottsdale Rd #11, Scottsdale, AZ 85251",Phoenix,USA,AZ,,Entertainment,1205.4,4.52,"Phoenix, Scottsdale, Sedona"
552,The Phoenix Police Museum,History museum,4.7,241.0,"History museum, Children's museum, Historical landmark, Local history museum, Tourist attraction","The Phoenix Police Museum, Historic City Hall, 17 S 2nd Ave 1st Floor, Phoenix, AZ 85003",Phoenix,USA,AZ,,Cultural,1132.7,4.73,"Phoenix, Scottsdale, Sedona"
553,Tovrea Castle at Carraro Heights,Historical landmark,4.3,234.0,"Historical landmark, Castle, Tourist attraction, Visitor center","Tovrea Castle at Carraro Heights, 5025 E Van Buren St, Phoenix, AZ 85008",Phoenix,USA,AZ,,Cultural,1006.1999999999999,4.73,"Phoenix, Scottsdale, Sedona"
554,Deer Valley Petroglyph Preserve,Archaeological museum,4.4,229.0,"Archaeological museum, Cultural center, Nature preserve, Tourist attraction","Deer Valley Petroglyph Preserve, 3711 W Deer Valley Rd, Glendale, AZ 85308",Phoenix,USA,AZ,,Cultural,1007.6000000000001,4.73,"Phoenix, Scottsdale, Sedona"
555,Cave Buttes Recreation Area,Nature preserve,4.2,217.0,"Nature preserve, Tourist attraction","Cave Buttes Recreation Area, N 7th St & E Happy Valley Rd, Phoenix, AZ 85024",Phoenix,USA,AZ,,Nature,911.4000000000001,4.71,"Phoenix, Scottsdale, Sedona"
556,World Famous Fountain,Tourist attraction,4.6,200.0,"Tourist attraction, City park, Cultural landmark, Dog park, Historical landmark, Park, Parking lot","World Famous Fountain, Fountain, Lake, Fountain Hills, AZ 85268",Phoenix,USA,AZ,,Entertainment,919.9999999999999,4.52,"Phoenix, Scottsdale, Sedona"
557,Earth & Space Expedition Center,Museum,4.1,148.0,"Museum, Children's camp, Children's museum, Tourist attraction","Earth & Space Expedition Center, 17835 N 44th St, Phoenix, AZ 85032",Phoenix,USA,AZ,,Cultural,606.8,4.73,"Phoenix, Scottsdale, Sedona"
558,Phoenix Indian Bend Wash Park,Park,4.5,137.0,"Park, Tourist attraction","Phoenix Indian Bend Wash Park, 3432 E Presidio Rd, Phoenix, AZ 85032",Phoenix,USA,AZ,,Nature,616.5,4.71,"Phoenix, Scottsdale, Sedona"
559,Mesa Grande Cultural Park,Historical landmark,4.3,118.0,"Historical landmark, Tourist attraction","Mesa Grande Cultural Park, 1000 N Date, Mesa, AZ 85201",Phoenix,USA,AZ,,Cultural,507.4,4.73,"Phoenix, Scottsdale, Sedona"
560,Buena Vista Lookout,Tourist attraction,4.8,93.0,Tourist attraction,"Buena Vista Lookout, Phoenix S Mountain Park, Phoenix, AZ 85042",Phoenix,USA,AZ,,Entertainment,446.4,4.52,"Phoenix, Scottsdale, Sedona"
561,Taste It Tours,Tourist attraction,4.8,64.0,Tourist attraction,"Taste It Tours, 114 W Adams St, Phoenix, AZ 85003",Phoenix,USA,AZ,,Entertainment,307.2,4.52,"Phoenix, Scottsdale, Sedona"
562,Echo Canyon Trailhead,Hiking area,4.9,2337.0,"Hiking area, Tourist attraction","Echo Canyon Trailhead, E McDonald Dr, Phoenix, AZ 85018",Phoenix,USA,AZ,,Nature,11451.300000000001,4.71,"Phoenix, Scottsdale, Sedona"
563,Phoenix Bat Cave,Tourist attraction,4.3,305.0,Tourist attraction,"Phoenix Bat Cave, 3698-3694 E Colter St, Phoenix, AZ 85018",Phoenix,USA,AZ,,Entertainment,1311.5,4.52,"Phoenix, Scottsdale, Sedona"
564,Elizabeth Park Conservancy,Garden,4.7,4143.0,"Garden, Historical place, Park, Tourist attraction","Elizabeth Park Conservancy, 1561 Asylum Ave, West Hartford, CT 06117",Hartford,USA,CT,,Nature,19472.100000000002,4.53,"Bridgeport, Hartford, New-haven, Stamford"
565,The Mark Twain House & Museum,Historical place museum,4.6,2994.0,"Historical place museum, Event venue, Historical landmark, Museum, Tourist attraction","The Mark Twain House & Museum, 351 Farmington Ave, Hartford, CT 06105",Hartford,USA,CT,,Cultural,13772.4,4.67,"Bridgeport, Hartford, New-haven, Stamford"
566,Elizabeth Park Rose Garden,Garden,4.8,2598.0,"Garden, Tourist attraction","Elizabeth Park Rose Garden, 1561 Asylum Ave, Hartford, CT 06105",Hartford,USA,CT,,Nature,12470.4,4.53,"Bridgeport, Hartford, New-haven, Stamford"
567,Wadsworth Atheneum Museum of Art,Art museum,4.7,1851.0,"Art museum, Museum, Tourist attraction","Wadsworth Atheneum Museum of Art, 600 Main St, Hartford, CT 06103",Hartford,USA,CT,,Cultural,8699.7,4.67,"Bridgeport, Hartford, New-haven, Stamford"
568,Bushnell Park Carousel,Park,4.6,1552.0,"Park, Amusement park, Tourist attraction","Bushnell Park Carousel, 1 Jewell St, Hartford, CT 06103",Hartford,USA,CT,,Nature,7139.2,4.53,"Bridgeport, Hartford, New-haven, Stamford"
569,Great River Park,Park,4.5,1314.0,"Park, Tourist attraction","Great River Park, 301 E River Dr, East Hartford, CT 06108",Hartford,USA,CT,,Nature,5913.0,4.53,"Bridgeport, Hartford, New-haven, Stamford"
570,Colt Park,Park,4.2,987.0,"Park, Tourist attraction","Colt Park, 106 Wethersfield Ave, Hartford, CT 06114",Hartford,USA,CT,,Nature,4145.400000000001,4.53,"Bridgeport, Hartford, New-haven, Stamford"
571,Bushnell Park,Park,4.7,835.0,Park,"Bushnell Park, Hartford, CT 06103",Hartford,USA,CT,,Nature,3924.5,4.53,"Bridgeport, Hartford, New-haven, Stamford"
572,Riverside Park,Park,4.6,783.0,"Park, Tourist attraction","Riverside Park, 20 Leibert Rd, Hartford, CT 06120",Hartford,USA,CT,,Nature,3601.7999999999997,4.53,"Bridgeport, Hartford, New-haven, Stamford"
573,Bushnell Park Conservancy,Park,4.7,723.0,"Park, Tourist attraction","Bushnell Park Conservancy, 99 Trinity St, Hartford, CT 06123",Hartford,USA,CT,,Nature,3398.1,4.53,"Bridgeport, Hartford, New-haven, Stamford"
574,Beachland Park,Park,4.5,448.0,"Park, Tourist attraction","Beachland Park, 847 Quaker Ln S, West Hartford, CT 06110",Hartford,USA,CT,,Nature,2016.0,4.53,"Bridgeport, Hartford, New-haven, Stamford"
575,Connecticut's Old State House,Historical place museum,4.6,348.0,"Historical place museum, Museum, Tourist attraction","Connecticut's Old State House, 800 Main St, Hartford, CT 06103",Hartford,USA,CT,,Cultural,1600.8,4.67,"Bridgeport, Hartford, New-haven, Stamford"
576,Charter Oak Landing,Park,4.4,340.0,Park,"Charter Oak Landing, 50 Reserve Rd, Hartford, CT 06114",Hartford,USA,CT,,Nature,1496.0000000000002,4.53,"Bridgeport, Hartford, New-haven, Stamford"
577,Westmoor Park,Park,4.7,259.0,"Park, Tourist attraction","Westmoor Park, 119 Flagg Rd, West Hartford, CT 06117",Hartford,USA,CT,,Nature,1217.3,4.53,"Bridgeport, Hartford, New-haven, Stamford"
578,Friends of Elizabeth Park,Park,4.8,249.0,"Park, Tourist attraction","Friends of Elizabeth Park, 1561 Asylum Ave, West Hartford, CT 06117",Hartford,USA,CT,,Nature,1195.2,4.53,"Bridgeport, Hartford, New-haven, Stamford"
579,Harriet Beecher Stowe Center,Historical landmark,4.5,221.0,"Historical landmark, Historical place museum, Museum, Tourist attraction","Harriet Beecher Stowe Center, 77 Forest St, Hartford, CT 06105",Hartford,USA,CT,,Cultural,994.5,4.67,"Bridgeport, Hartford, New-haven, Stamford"
580,Noah Webster House & West Hartford Historical Society,Historical place museum,4.6,101.0,"Historical place museum, Gift shop, Historical landmark, Historical society, History museum, Tourist attraction","Noah Webster House & West Hartford Historical Society, 227 S Main St, West Hartford, CT 06107",Hartford,USA,CT,,Cultural,464.59999999999997,4.67,"Bridgeport, Hartford, New-haven, Stamford"
581,Museum of Connecticut History,Museum,4.4,92.0,"Museum, History museum, Tourist attraction","Museum of Connecticut History, 231 Capitol Ave, Hartford, CT 06106",Hartford,USA,CT,,Cultural,404.8,4.67,"Bridgeport, Hartford, New-haven, Stamford"
582,National Naval Aviation Museum,Museum,4.8,8675.0,"Museum, National museum, Tourist attraction","National Naval Aviation Museum, 1750 Radford Blvd, Pensacola, FL 32508",Pensacola,USA,FL,,Cultural,41640.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
583,Pensacola Beach Boardwalk,Public beach,4.6,8184.0,"Public beach, Restaurant, Seaside walk, Tourist attraction","Pensacola Beach Boardwalk, 400 Quietwater Beach Rd, Pensacola Beach, FL 32561",Pensacola,USA,FL,,Nature,37646.399999999994,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
584,Pensacola Beach,Public beach,4.8,7719.0,"Public beach, Tourist attraction","Pensacola Beach, 41 Fort Pickens Rd, Pensacola Beach, FL 32561",Pensacola,USA,FL,,Nature,37051.2,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
585,Fort Pickens,Fortress,4.8,5766.0,"Fortress, Historical landmark, Tourist attraction","Fort Pickens, 1400 Fort Pickens Rd, Pensacola Beach, FL 32561",Pensacola,USA,FL,,Cultural,27676.8,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
586,Pensacola Lighthouse & Maritime Museum,Museum,4.7,2596.0,"Museum, History museum, Tourist attraction","Pensacola Lighthouse & Maritime Museum, 2081 Radford Blvd, Pensacola, FL 32508",Pensacola,USA,FL,,Cultural,12201.2,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
587,Vince J. Whibbs Sr. Community Maritime Park,Park,4.7,2421.0,"Park, Amphitheater, Festival, Playground, Stadium, Tourist attraction","Vince J. Whibbs Sr. Community Maritime Park, 301 W Main St, Pensacola, FL 32501",Pensacola,USA,FL,,Nature,11378.7,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
588,Plaza De Luna Memorial Monument,Monument,4.6,1705.0,"Monument, Park, Tourist attraction","Plaza De Luna Memorial Monument, 900 S Palafox St, Pensacola, FL 32502",Pensacola,USA,FL,,Cultural,7842.999999999999,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
589,Bay Bluffs Park,Nature preserve,4.3,1641.0,"Nature preserve, Park, Tourist attraction","Bay Bluffs Park, 3400 Scenic Hwy, Pensacola, FL 32503",Pensacola,USA,FL,,Nature,7056.299999999999,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
590,Johnson Beach National Seashore,Beach pavillion,4.8,1613.0,"Beach pavillion, Tourist attraction","Johnson Beach National Seashore, 133333 Johnson Beach Rd, Pensacola, FL 32507",Pensacola,USA,FL,133333,Nature,7742.4,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
591,The Graffiti Bridge,Tourist attraction,4.5,1385.0,"Tourist attraction, Historical landmark","The Graffiti Bridge, N 17th Ave, Pensacola, FL 32502",Pensacola,USA,FL,,Entertainment,6232.5,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
592,Seville Square,Park,4.6,1148.0,"Park, Tourist attraction","Seville Square, 311 E Government St, Pensacola, FL 32502",Pensacola,USA,FL,,Nature,5280.799999999999,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
593,Naval Live Oaks Nature Preserve,Nature preserve,4.7,466.0,"Nature preserve, Park, Tourist attraction","Naval Live Oaks Nature Preserve, 1801 Gulf Breeze Pkwy, Gulf Breeze, FL 32563",Pensacola,USA,FL,,Nature,2190.2000000000003,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
594,"Pensacola Museum of History, at the University of West Florida",Museum,4.6,424.0,"Museum, Tourist attraction","Pensacola Museum of History, at the University of West Florida, 330 S Jefferson St, Pensacola, FL 32502",Pensacola,USA,FL,,Cultural,1950.3999999999999,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
595,Pensacola Museum of Art,Art museum,4.3,358.0,"Art museum, Museum, Tourist attraction","Pensacola Museum of Art, 407 S Jefferson St, Pensacola, FL 32502",Pensacola,USA,FL,,Cultural,1539.3999999999999,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
596,Pensacola Bay City Ferry,Tourist attraction,4.7,331.0,Tourist attraction,"Pensacola Bay City Ferry, 750 Commendencia St, Pensacola, FL 32502",Pensacola,USA,FL,,Entertainment,1555.7,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
597,Navy Point Park,Park,4.6,327.0,"Park, Tourist attraction","Navy Point Park, 400 NW Syrcle Dr, Pensacola, FL 32507",Pensacola,USA,FL,,Nature,1504.1999999999998,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
598,Museum of Commerce,Museum,4.8,157.0,"Museum, Tourist attraction","Museum of Commerce, 201 Zaragoza St, Pensacola, FL 32502",Pensacola,USA,FL,,Cultural,753.6,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
599,Historic Pensacola Village,Museum,4.6,151.0,"Museum, Tourist attraction","Historic Pensacola Village, 205 E Zaragoza St, Pensacola, FL 32502",Pensacola,USA,FL,,Cultural,694.5999999999999,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
600,Go Retro,Tourist attraction,4.5,120.0,"Tourist attraction, Sightseeing tour agency","Go Retro, 1800 N E St, Pensacola, FL 32501",Pensacola,USA,FL,,Entertainment,540.0,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
601,Camelot Park,Park,4.4,83.0,"Park, Tourist attraction","Camelot Park, 7705 Gallahad Rd, Pensacola, FL 32514",Pensacola,USA,FL,,Nature,365.20000000000005,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
602,Fort George,Park,4.3,76.0,"Park, Tourist attraction","Fort George, 501 N Palafox St, Pensacola, FL 32501",Pensacola,USA,FL,,Nature,326.8,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
603,Miraflores Park,Park,4.4,51.0,"Park, Tourist attraction","Miraflores Park, 1601 E La Rua St, Pensacola, FL 32501",Pensacola,USA,FL,,Nature,224.4,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
604,Plaza Ferdinand VII,Park,4.6,435.0,"Park, Tourist attraction","Plaza Ferdinand VII, East Government St and, 309 S Palafox St, Pensacola, FL 32502",Pensacola,USA,FL,,Nature,2000.9999999999998,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
605,Pensacola Beach - Park East,Tourist attraction,4.8,371.0,Tourist attraction,"Pensacola Beach - Park East, Pensacola Beach Trail, Pensacola Beach, FL 32561",Pensacola,USA,FL,,Entertainment,1780.8,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
606,Tippin Park,Park,4.1,300.0,"Park, Tourist attraction","Tippin Park, Pensacola, FL 32504",Pensacola,USA,FL,,Nature,1230.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
607,Pensacola Aviation Discovery Park,Park,4.5,94.0,"Park, Tourist attraction","Pensacola Aviation Discovery Park, 4200 Jerry L Maygarden Rd, Pensacola, FL 32504",Pensacola,USA,FL,,Nature,423.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
608,Scenic Heights Park,Park,4.4,63.0,"Park, Tourist attraction","Scenic Heights Park, 5000 Forest Glen Dr, Pensacola, FL 32504",Pensacola,USA,FL,,Nature,277.20000000000005,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach"
609,North Carolina Museum of Art,Art museum,4.8,9837.0,"Art museum, Art gallery, Live music venue, Museum, Park, Tourist attraction, Wedding venue","North Carolina Museum of Art, 2110 Blue Ridge Rd, Raleigh, NC 27607",Raleigh,USA,NC,,Cultural,47217.6,4.68,"Asheville, Charlotte, Raleigh, Wilmington"
610,Pullen Park,Park,4.7,8285.0,"Park, Tourist attraction","Pullen Park, 520 Ashe Ave, Raleigh, NC 27606",Raleigh,USA,NC,,Nature,38939.5,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
611,Lake Johnson Park,Park,4.7,4343.0,"Park, Tourist attraction","Lake Johnson Park, 4601 Avent Ferry Rd, Raleigh, NC 27606",Raleigh,USA,NC,,Nature,20412.100000000002,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
612,North Carolina Museum of Natural Sciences,Museum,4.8,2303.0,"Museum, Educational institution, Natural history museum, Research institute, Science museum, Tourist attraction","North Carolina Museum of Natural Sciences, 11 W Jones St, Raleigh, NC 27601",Raleigh,USA,NC,,Cultural,11054.4,4.68,"Asheville, Charlotte, Raleigh, Wilmington"
613,Adventure Landing,Amusement park,4.1,2156.0,"Amusement park, Batting cage center, Laser tag center, Miniature golf course, Tourist attraction, Video arcade","Adventure Landing, 3311 Capital Blvd, Raleigh, NC 27604",Raleigh,USA,NC,,Entertainment,8839.599999999999,4.48,"Asheville, Charlotte, Raleigh, Wilmington"
614,Shelley Lake Park,Park,4.7,1529.0,"Park, Tourist attraction","Shelley Lake Park, 1400 W Millbrook Rd, Raleigh, NC 27612",Raleigh,USA,NC,,Nature,7186.3,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
615,North Carolina Museum of History,History museum,4.8,1422.0,"History museum, Museum","North Carolina Museum of History, 5 E Edenton St, Raleigh, NC 27601",Raleigh,USA,NC,,Cultural,6825.599999999999,4.68,"Asheville, Charlotte, Raleigh, Wilmington"
616,Laurel Hills Park,Park,4.8,1415.0,"Park, Tourist attraction","Laurel Hills Park, 3808 Edwards Mill Rd, Raleigh, NC 27612",Raleigh,USA,NC,,Nature,6792.0,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
617,Hemlock Bluffs Nature Preserve,Nature preserve,4.8,1271.0,"Nature preserve, Tourist attraction","Hemlock Bluffs Nature Preserve, 2616 Kildaire Farm Rd, Cary, NC 27518",Raleigh,USA,NC,,Nature,6100.8,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
618,Dorothea Dix Park,Park,4.7,1241.0,"Park, Tourist attraction","Dorothea Dix Park, 1030 Richardson Dr, Raleigh, NC 27603",Raleigh,USA,NC,,Nature,5832.7,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
619,Durant Nature Preserve,Nature preserve,4.7,1155.0,"Nature preserve, Park, Tourist attraction","Durant Nature Preserve, 8305 Camp Durant Rd, Raleigh, NC 27614",Raleigh,USA,NC,,Nature,5428.5,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
620,Sunflower Field,Garden,4.7,1136.0,"Garden, Tourist attraction","Sunflower Field, Raleigh, NC 27606",Raleigh,USA,NC,,Nature,5339.2,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
621,WRAL Azalea Garden,Garden,4.8,1079.0,"Garden, Tourist attraction","WRAL Azalea Garden, 2619 Western Blvd, Raleigh, NC 27606",Raleigh,USA,NC,,Nature,5179.2,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
622,North Carolina State Capitol,Historical landmark,4.6,1035.0,"Historical landmark, Museum, Tourist attraction","North Carolina State Capitol, 1 E Edenton St, Raleigh, NC 27601",Raleigh,USA,NC,,Cultural,4761.0,4.68,"Asheville, Charlotte, Raleigh, Wilmington"
623,John Chavis Memorial Park,Park,4.7,1004.0,"Park, Tourist attraction","John Chavis Memorial Park, 505 Martin Luther King Jr Blvd, Raleigh, NC 27601",Raleigh,USA,NC,,Nature,4718.8,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
624,Anderson Point Park,Park,4.6,944.0,"Park, Tourist attraction","Anderson Point Park, 20 Anderson Point Dr, Raleigh, NC 27610",Raleigh,USA,NC,,Nature,4342.4,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
625,Lake Lynn Park,Park,4.8,699.0,"Park, Tourist attraction","Lake Lynn Park, Lynn Rd, Raleigh, NC 27613",Raleigh,USA,NC,,Nature,3355.2,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
626,Historic Oak View County Park,Park,4.8,650.0,"Park, Museum, Tourist attraction","Historic Oak View County Park, 4028 Carya Dr, Raleigh, NC 27610",Raleigh,USA,NC,,Nature,3120.0,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
627,Rose Garden,Park,4.8,624.0,Park,"Rose Garden, 301 Pogue St, Raleigh, NC 27607",Raleigh,USA,NC,,Nature,2995.2,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
628,Historic Yates Mill County Park,Park,4.7,528.0,"Park, Historical place museum, Mill, Tourist attraction","Historic Yates Mill County Park, 4620 Lake Wheeler Rd, Raleigh, NC 27603",Raleigh,USA,NC,,Nature,2481.6,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
629,Mordecai Historic Park,Park,4.7,512.0,"Park, Tourist attraction","Mordecai Historic Park, 1 Mimosa St, Raleigh, NC 27604",Raleigh,USA,NC,,Nature,2406.4,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
630,Midtown Park,Park,4.6,448.0,"Park, Event venue, Tourist attraction","Midtown Park, 4011 Cardinal at North Hills Street, Park at N Hills St, Raleigh, NC 27609",Raleigh,USA,NC,,Nature,2060.7999999999997,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
631,Memorial Belltower,Monument,4.8,442.0,"Monument, Tourist attraction","Mem Belltower, 2011 Hillsborough St, Raleigh, NC 27607",Raleigh,USA,NC,,Cultural,2121.6,4.68,"Asheville, Charlotte, Raleigh, Wilmington"
632,Ann and Jim Goodnight Museum Park,Park,4.9,386.0,Park,"Ann and Jim Goodnight Museum Park, 1800 Blue Ridge Rd, Raleigh, NC 27607",Raleigh,USA,NC,,Nature,1891.4,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
633,Horseshoe Farm Nature Preserve,Nature preserve,4.7,335.0,"Nature preserve, Park, Tourist attraction","Horseshoe Farm Nature Preserve, 2900 Horse Shoe Farm Rd, Wake Forest, NC 27587",Raleigh,USA,NC,,Nature,1574.5,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
634,Lassiter Mill Park,Park,4.4,324.0,"Park, Tourist attraction","Lassiter Mill Park, 3362 Lassiter Falls Cir, Raleigh, NC 27609",Raleigh,USA,NC,,Nature,1425.6000000000001,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
635,North Carolina Executive Mansion,Historical landmark,4.4,322.0,Historical landmark,"North Carolina Executive Mansion, 200 N Blount St, Raleigh, NC 27601",Raleigh,USA,NC,,Cultural,1416.8000000000002,4.68,"Asheville, Charlotte, Raleigh, Wilmington"
636,Carl Alwin Schenck Memorial Forest,Park,4.5,234.0,"Park, Tourist attraction","Carl Alwin Schenck Memorial Forest, Reedy Creek Rd, Raleigh, NC 27607",Raleigh,USA,NC,,Nature,1053.0,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
637,Page-Walker Arts & History Center,History museum,4.6,213.0,"History museum, Tourist attraction","Page-Walker Arts & History Center, 119 Ambassador Loop, Cary, NC 27513",Raleigh,USA,NC,,Cultural,979.8,4.68,"Asheville, Charlotte, Raleigh, Wilmington"
638,Swift Creek Bluffs Nature Preserve,Nature preserve,4.5,211.0,"Nature preserve, Tourist attraction","Swift Creek Bluffs Nature Preserve, 7800 Holly Springs Rd, Raleigh, NC 27606",Raleigh,USA,NC,,Nature,949.5,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
639,Strickland Road Neighborhood Park,Park,4.4,199.0,"Park, Tourist attraction","Strickland Road Neighborhood Park, 12804 Strickland Rd, Raleigh, NC 27613",Raleigh,USA,NC,,Nature,875.6,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
640,Brookhaven Nature Park,Park,4.6,147.0,"Park, Tourist attraction","Brookhaven Nature Park, 5125 Berkeley St, Raleigh, NC 27612",Raleigh,USA,NC,,Nature,676.1999999999999,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
